transaction_id,transaction_date,year,quarter,month,month_name,customer_id,branch,customer_segment,product_category,product_name,membership_plan,sales_channel,payment_method,campaign,quantity,unit_price_gbp,discount_pct,gross_revenue_gbp,discount_amount_gbp,net_revenue_gbp,estimated_cost_gbp,profit_gbp,is_recurring_payment
TXN-65C85F68A71F46C7B942107FFED98BC4,2021-01-01,2021,Q1,1,January,CUST-E5BE8ACF14414D3D8EEED4C08E819E28,City Centre,General,Online Fitness,Online Fitness Subscription,Online Monthly,Website,Direct Debit,No Campaign,1,17.66,0.0,17.66,0.0,17.66,86.91,-69.25,True
TXN-20E0C1EC81824852935D27E2BA351AD3,2021-01-02,2021,Q1,1,January,CUST-E3989B466C0F4096BD2CDDB0D55B48F2,City Centre,Student,Membership,Student Membership,Student Monthly,Website,Direct Debit,New Year Campaign,1,38.15,0.15,38.15,5.72,32.43,91.73,-59.3,True
TXN-42313D6F16E54B80AE2D1C7FED0DBCBA,2021-01-02,2021,Q1,1,January,CUST-D5FCF2D23B4948ED8C6E0299FA78769E,City Centre,Senior,Merchandise,Gym Bag,Not Applicable,Mobile App,Card,No Campaign,1,33.26,0.0,33.26,0.0,33.26,103.83,-70.57,False
TXN-68D1947515C04F10AAF05CC4EF6D3DA2,2021-01-04,2021,Q1,1,January,CUST-FC8D1B7C341547A5BF25CE045962C032,Riverside,Student,Merchandise,Gym Bag,Not Applicable,Telephone,Bank Transfer,New Year Campaign,1,31.38,0.1,31.38,3.14,28.24,96.01,-67.77,False
TXN-D1450A13484741D2B3062E91CF494C71,2021-01-04,2021,Q1,1,January,CUST-2D403C95BDF44D44888895E74C03BF19,Riverside,Corporate,Membership,Monthly Premium Membership,Premium Monthly,Front Desk,Direct Debit,Referral Programme,1,75.21,0.1,75.21,7.52,67.69,98.5,-30.81,True
TXN-F01258938BB94CEBA9DB2FF9AB4F87EB,2021-01-05,2021,Q1,1,January,CUST-4CE212DB13844F0E8B44B264F6648B78,City Centre,General,Supplement,Protein Powder,Not Applicable,Front Desk,Cash,Referral Programme,2,37.66,0.05,75.32,3.77,71.55,129.79,-58.24,False
TXN-1B191D0B10CE4B25B2BC06E35689852E,2021-01-06,2021,Q1,1,January,CUST-347321B140D2402AA490F4251EBD7A12,City Centre,Senior,Joining Fee,Joining Fee,Not Applicable,Website,Direct Debit,New Year Campaign,1,35.5,0.1,35.5,3.55,31.95,87.88,-55.93,False
TXN-2D082ACB155F4EECAA134B1948DDBC13,2021-01-06,2021,Q1,1,January,CUST-B2DAB97568604EF490D2A7065A6EF1A1,Northside,Student,Supplement,Energy Drink,Not Applicable,Mobile App,Digital Wallet,No Campaign,1,3.86,0.0,3.86,0.0,3.86,75.51,-71.65,False
TXN-321281680BB84C1C8DB098F59ED7D4A4,2021-01-06,2021,Q1,1,January,CUST-9833F03933B54DACBB9469F517236300,Riverside,Young Professional,Online Fitness,Online Fitness Subscription,Online Monthly,Website,Bank Transfer,Referral Programme,1,17.29,0.05,17.29,0.86,16.43,80.64,-64.21,False
TXN-CCDB68AD10C24733A172B9D1EA58D39B,2021-01-06,2021,Q1,1,January,CUST-81903204DD774D5AAF1956A89FA17CC5,City Centre,Family,Group Class,Spin Class,Not Applicable,Corporate Partner,Card,New Year Campaign,2,16.55,0.1,33.1,3.31,29.79,95.43,-65.64,False
TXN-82C335A4FC2940C5AAA313086EF82DA5,2021-01-07,2021,Q1,1,January,CUST-7D816FAA34A3468DA26D2ED58C4C75AB,Riverside,General,Supplement,Energy Drink,Not Applicable,Telephone,Card,New Year Campaign,1,4.06,0.15,4.06,0.61,3.45,80.33,-76.88,False
TXN-E6562615DECD4898AD2CAC8A1F116577,2021-01-07,2021,Q1,1,January,CUST-25164A47DA9B4EA18D338E81DEA7A231,Riverside,Student,Membership,Student Membership,Student Monthly,Front Desk,Digital Wallet,No Campaign,1,37.06,0.0,37.06,0.0,37.06,85.37,-48.31,False
TXN-04ADC89894A34E5194512486D90B7A36,2021-01-08,2021,Q1,1,January,CUST-0CF1617D533649718E5E87EDC84B0B07,City Centre,Family,Membership,Annual Basic Membership,Basic Annual,Mobile App,Bank Transfer,New Year Campaign,1,537.69,0.15,537.69,80.65,457.04,204.86,252.18,False
TXN-C0883497D4614139B78F8745DED410B7,2021-01-11,2021,Q1,1,January,CUST-6B21F2B5205641ABBF245E063D91E9CF,City Centre,Student,Membership,Student Membership,Student Monthly,Mobile App,Direct Debit,New Year Campaign,1,37.15,0.15,37.15,5.57,31.58,91.53,-59.95,True
TXN-92B3940ECEC74213AB328A5EE5F91757,2021-01-12,2021,Q1,1,January,CUST-91FF1EB8ACC84F4C90F943F0A47D0837,Riverside,Senior,Online Fitness,Online Fitness Subscription,Online Monthly,Website,Direct Debit,New Year Campaign,1,17.09,0.15,17.09,2.56,14.53,80.51,-65.98,True
TXN-790840DEE3DD4E3E9D647F8A1EDB80D4,2021-01-13,2021,Q1,1,January,CUST-BC67C87592B84D9AB061AD45FFE4A0EA,Riverside,Young Professional,Supplement,Protein Powder,Not Applicable,Telephone,Digital Wallet,New Year Campaign,1,36.75,0.15,36.75,5.51,31.24,100.48,-69.24,False
TXN-CF41D07C3FC740A1BED02DA6ADE9DDFA,2021-01-13,2021,Q1,1,January,CUST-EF2D02155AF748CF886FA1EC437D897C,Riverside,Student,Membership,Student Membership,Student Monthly,Website,Direct Debit,New Year Campaign,1,36.29,0.2,36.29,7.26,29.03,85.33,-56.3,True
TXN-94F379FD88EF48B18C5CA665A85DEEE9,2021-01-14,2021,Q1,1,January,CUST-F2F780D18C8145CD99ACCDEF851460DB,Riverside,Student,Online Fitness,Online Fitness Subscription,Online Monthly,Website,Direct Debit,Referral Programme,1,16.93,0.05,16.93,0.85,16.08,80.53,-64.45,False
TXN-2D31FF4FD31D4776B13FE6C5113243AA,2021-01-15,2021,Q1,1,January,CUST-7BA3D5CF362B411DA1ABB933D446C740,Riverside,Senior,Online Fitness,Online Fitness Subscription,Online Monthly,Website,Direct Debit,New Year Campaign,1,17.13,0.1,17.13,1.71,15.42,80.56,-65.14,True
TXN-60D450732ACC49BC95A21D376A3B2A2B,2021-01-15,2021,Q1,1,January,CUST-FC55D5D29676446EBA57A539F8012FF9,City Centre,Student,Group Class,Spin Class,Not Applicable,Front Desk,Cash,New Year Campaign,1,16.19,0.1,16.19,1.62,14.57,89.73,-75.16,False
TXN-827D9F41FC144153A714239793695D20,2021-01-15,2021,Q1,1,January,CUST-B7A814AFBC7C448A8B26A6A5428F1724,City Centre,Young Professional,Merchandise,Gym T-Shirt,Not Applicable,Website,Digital Wallet,New Year Campaign,2,25.84,0.15,51.68,7.75,43.93,112.5,-68.57,False
TXN-82D18770A4C04AFDA33FD15277050B3F,2021-01-15,2021,Q1,1,January,CUST-FC361210C54E48A6BE04AED097A42AEF,Northside,Young Professional,Group Class,Yoga Class,Not Applicable,Front Desk,Card,New Year Campaign,2,13.42,0.1,26.84,2.68,24.16,82.76,-58.6,False
TXN-95A4AA35C3D14C1B8A117ED1B1CFE65B,2021-01-15,2021,Q1,1,January,CUST-C8A1AF4BD40F4BEA99929C950DCE3ECE,Riverside,Senior,Online Fitness,Online Fitness Subscription,Online Monthly,Website,Card,New Year Campaign,1,17.33,0.2,17.33,3.47,13.86,80.57,-66.71,True
TXN-2E5949B189C3477BAEF27F262E13AE10,2021-01-18,2021,Q1,1,January,CUST-148756431F9B4D71AA1C8321FC7CCF17,Riverside,General,Online Fitness,Online Fitness Subscription,Online Monthly,Website,Direct Debit,New Year Campaign,1,17.31,0.15,17.31,2.6,14.71,80.67,-65.96,True
TXN-3EAD138B3FD94A8C8DD72E9A514EC726,2021-01-19,2021,Q1,1,January,CUST-08A690B3ABC54A6AB4D3B25EBC71B36B,City Centre,Student,Membership,Student Membership,Student Monthly,Website,Direct Debit,Referral Programme,1,37.75,0.08,37.75,3.02,34.73,92.03,-57.3,True
TXN-5963A62672DB450494D409D5E7868E43,2021-01-19,2021,Q1,1,January,CUST-78334DF9F155429D8A75ACB4F8D78BEA,City Centre,Young Professional,Online Fitness,Online Fitness Subscription,Online Monthly,Mobile App,Direct Debit,New Year Campaign,1,17.3,0.1,17.3,1.73,15.57,86.84,-71.27,True
TXN-809667D240264300A673FAB96EAE9356,2021-01-19,2021,Q1,1,January,CUST-FE212A9BCC574EC3A093C44200B08C71,Riverside,Family,Online Fitness,Online Fitness Subscription,Online Monthly,Website,Direct Debit,New Year Campaign,1,17.31,0.1,17.31,1.73,15.58,80.65,-65.07,True
TXN-A53812D7EDFE442DAAA8D857975B665A,2021-01-20,2021,Q1,1,January,CUST-8582156117E54F059ADB4A2F1B0AB3F6,City Centre,Student,Online Fitness,Online Fitness Subscription,Online Monthly,Website,Card,New Year Campaign,1,17.72,0.1,17.72,1.77,15.95,86.87,-70.92,False
TXN-34EC43A51CCF4AF69AAFBAB645124A25,2021-01-25,2021,Q1,1,January,CUST-91FF1EB8ACC84F4C90F943F0A47D0837,City Centre,Senior,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Bank Transfer,Referral Programme,1,52.84,0.05,52.84,2.64,50.2,96.11,-45.91,True
TXN-82AB80AE1ED7453F88F83C2007C640F8,2021-01-25,2021,Q1,1,January,CUST-F9141DEBAA65422ABF9D494DD60FC0CC,Riverside,Young Professional,Online Fitness,Online Fitness Subscription,Online Monthly,Mobile App,Direct Debit,New Year Campaign,1,16.99,0.1,16.99,1.7,15.29,80.57,-65.28,True
TXN-B724B4018DE74C728EB5CED85F96F9F0,2021-01-25,2021,Q1,1,January,CUST-87559B52ED8C489FB881CBACCD357970,City Centre,Senior,Online Fitness,Online Fitness Subscription,Online Monthly,Website,Bank Transfer,Referral Programme,1,17.44,0.05,17.44,0.87,16.57,86.9,-70.33,True
TXN-7EFB41DD5C9947BC914B082C125EFD33,2021-01-26,2021,Q1,1,January,CUST-74996673C6844C33A76DE19D7AB46D1D,City Centre,General,Online Fitness,Online Fitness Subscription,Online Monthly,Mobile App,Digital Wallet,New Year Campaign,1,17.37,0.15,17.37,2.61,14.76,86.95,-72.19,True
TXN-0D31B02D04584BBA924CBC6A63A36DA2,2021-01-28,2021,Q1,1,January,CUST-56C405D6B6B34E47919DEF0E346CF57E,City Centre,Young Professional,Online Fitness,Online Fitness Subscription,Online Monthly,Front Desk,Card,New Year Campaign,1,17.8,0.15,17.8,2.67,15.13,86.84,-71.71,True
TXN-09202A5B06D44750AA861F9B0EAB065E,2021-01-29,2021,Q1,1,January,CUST-9FCB56D2219649A9A82F62C05CDA92A5,City Centre,General,Online Fitness,Online Fitness Subscription,Online Monthly,Website,Card,New Year Campaign,1,17.33,0.15,17.33,2.6,14.73,86.84,-72.11,False
TXN-CB55D948D0E641C4AE17A98D329563C8,2021-01-29,2021,Q1,1,January,CUST-D35CC7110D9C488F95EE01AB0522A754,Riverside,Young Professional,Online Fitness,Online Fitness Subscription,Online Monthly,Website,Direct Debit,No Campaign,1,17.24,0.0,17.24,0.0,17.24,80.59,-63.35,True
TXN-DF8E9987B83D49C7ABB45AAA35109628,2021-02-03,2021,Q1,2,February,CUST-47EC52AC7BF94D8EBC90702C41A3D2FC,City Centre,Family,Membership,Annual Premium Membership,Premium Annual,Website,Digital Wallet,No Campaign,1,752.69,0.0,752.69,0.0,752.69,285.85,466.84,False
TXN-1A42381851DC491FB97DBC049078290C,2021-02-04,2021,Q1,2,February,CUST-463FDBB4DFEA41B78C0E072D5D6536BB,Riverside,Young Professional,Supplement,Protein Powder,Not Applicable,Mobile App,Card,No Campaign,2,36.32,0.05,72.64,3.63,69.01,121.59,-52.58,False
TXN-76507D44E6DD42B3BAF75B8DBABAE2C4,2021-02-05,2021,Q1,2,February,CUST-439DDA07DBB9466F9D36F362EB10B757,Riverside,Family,Membership,Corporate Membership,Corporate Annual,Mobile App,Direct Debit,No Campaign,1,545.54,0.0,545.54,0.0,545.54,208.32,337.22,True
TXN-6E04BFDED0B546ADB7F048274585122F,2021-02-06,2021,Q1,2,February,CUST-234EF713A27A4E8894390F4E8DE4F3BF,City Centre,Corporate,Supplement,Energy Drink,Not Applicable,Website,Card,No Campaign,2,4.14,0.0,8.28,0.0,8.28,89.02,-80.74,False
TXN-5CF6952EBC7247B984EBB60651A4A4F5,2021-02-08,2021,Q1,2,February,CUST-7A8CB94C4C894EC1AC7C0BA9EE645511,Northside,Young Professional,Supplement,Protein Powder,Not Applicable,Front Desk,Card,No Campaign,1,35.99,0.03,35.99,1.08,34.91,95.06,-60.15,False
TXN-448B3CB20C1F4C159DF5BB871C7572C0,2021-02-10,2021,Q1,2,February,CUST-392333A04DFC462AAD266F76BCD095DD,City Centre,Young Professional,Online Fitness,Online Fitness Subscription,Online Monthly,Mobile App,Direct Debit,Referral Programme,1,17.72,0.1,17.72,1.77,15.95,86.84,-70.89,True
TXN-6D69496BDEEA41B5BC715BA4320200D4,2021-02-10,2021,Q1,2,February,CUST-C85B0A29BB154565BA2733E03AADE86E,City Centre,Senior,Online Fitness,Online Fitness Subscription,Online Monthly,Mobile App,Direct Debit,Referral Programme,1,17.36,0.05,17.36,0.87,16.49,86.94,-70.45,True
TXN-C94BAAEA276D4E098D1294BB825724EB,2021-02-10,2021,Q1,2,February,CUST-2E1CD48C17514530A3A0812584F82A0F,City Centre,Young Professional,Membership,Monthly Basic Membership,Basic Monthly,Mobile App,Direct Debit,No Campaign,1,53.24,0.0,53.24,0.0,53.24,95.94,-42.7,True
TXN-DAF1EAA599CE44EDB0E73CBC061CE22E,2021-02-10,2021,Q1,2,February,CUST-594C1DCEAC4D4E75B1BE88A14C53BA76,City Centre,Family,Online Fitness,Online Fitness Subscription,Online Monthly,Website,Direct Debit,Referral Programme,1,17.75,0.05,17.75,0.89,16.86,86.8,-69.94,True
TXN-1EC831A5C34A40FEB226C8D0C6F16035,2021-02-11,2021,Q1,2,February,CUST-F5663C9A4A114B2BAE916ECD4B383064,City Centre,Student,Online Fitness,Online Fitness Subscription,Online Monthly,Front Desk,Direct Debit,No Campaign,1,17.58,0.0,17.58,0.0,17.58,86.87,-69.29,True
TXN-2FCB138C97864CD1B9E988AD153DFA13,2021-02-11,2021,Q1,2,February,CUST-B6D6AD090E4D483DB9F600047575CDFE,City Centre,Student,Online Fitness,Online Fitness Subscription,Online Monthly,Mobile App,Direct Debit,No Campaign,1,17.52,0.0,17.52,0.0,17.52,86.84,-69.32,True
TXN-50D11A93B0CF4349875DC58FE01E78CE,2021-02-15,2021,Q1,2,February,CUST-2551E9738CA043D78F6DAC24D8F65BE5,Northside,Student,Supplement,Protein Powder,Not Applicable,Website,Digital Wallet,No Campaign,1,35.6,0.0,35.6,0.0,35.6,94.47,-58.87,False
TXN-90045612089543D9BBC94C717FAAB8AA,2021-02-15,2021,Q1,2,February,CUST-3FD4801ECA964144AA356439192A3C17,Riverside,Young Professional,Online Fitness,Online Fitness Subscription,Online Monthly,Mobile App,Card,No Campaign,1,17.02,0.0,17.02,0.0,17.02,80.54,-63.52,True
TXN-EE4B83306E20487685E350E1C0C1EF0B,2021-02-15,2021,Q1,2,February,CUST-B86DBCDE66424F9A99A7494DDB593CEF,Northside,Young Professional,Online Fitness,Online Fitness Subscription,Online Monthly,Website,Digital Wallet,No Campaign,1,16.53,0.05,16.53,0.83,15.7,75.76,-60.06,True
TXN-253153C711AD4568993381186F981A50,2021-02-16,2021,Q1,2,February,CUST-A8CB7DAF3A014823A2D4639B6DE51221,City Centre,Senior,Personal Training,Single Personal Training Session,Not Applicable,Mobile App,Direct Debit,No Campaign,3,50.14,0.0,150.42,0.0,150.42,144.96,5.46,False
TXN-295B74DC99D84A72A60CE4ABAF1567F9,2021-02-16,2021,Q1,2,February,CUST-4A4DE856C5DA49679C44134E6E666FAC,City Centre,Family,Group Class,Spin Class,Not Applicable,Website,Card,No Campaign,1,16.23,0.0,16.23,0.0,16.23,89.98,-73.75,False
TXN-4D3C89C13BD8442E934CD86132487CC8,2021-02-17,2021,Q1,2,February,CUST-802CE74C504A4ECA93A54203BDDDB363,Riverside,Family,Group Class,Yoga Class,Not Applicable,Website,Card,No Campaign,1,13.92,0.0,13.92,0.0,13.92,82.85,-68.93,False
TXN-49602A66255F44CCB132A021B6EABFFF,2021-02-19,2021,Q1,2,February,CUST-14804D1C7E6A4909918DD5877C4125A2,Riverside,Student,Online Fitness,Online Fitness Subscription,Online Monthly,Website,Direct Debit,Referral Programme,1,17.11,0.05,17.11,0.86,16.25,80.48,-64.23,True
TXN-5E67C29673D843C586E1A207EE033641,2021-02-22,2021,Q1,2,February,CUST-C9C2236B787745558D5A34D2E5D2F4DA,Riverside,Corporate,Online Fitness,Online Fitness Subscription,Online Monthly,Website,Direct Debit,Corporate Wellness,1,17.11,0.1,17.11,1.71,15.4,80.54,-65.14,True
TXN-6EFE7E8985874954A0FCA78ABE664C86,2021-02-22,2021,Q1,2,February,CUST-9FCB56D2219649A9A82F62C05CDA92A5,City Centre,General,Online Fitness,Online Fitness Subscription,Online Monthly,Website,Direct Debit,No Campaign,1,17.51,0.05,17.51,0.88,16.63,86.87,-70.24,True
TXN-96255B3EC2904CE9BB7A72C01C2399E8,2021-02-22,2021,Q1,2,February,CUST-4250CA10F56744F782907BDC52D95FA3,Riverside,Student,Merchandise,Gym Bag,Not Applicable,Front Desk,Card,Referral Programme,2,31.9,0.08,63.8,5.1,58.7,115.14,-56.44,False
TXN-FA23B9F7F2764783A8C8E874411A371F,2021-02-24,2021,Q1,2,February,CUST-C5C7E35F3F52457B83C027064D4AC9B6,Riverside,Corporate,Online Fitness,Online Fitness Subscription,Online Monthly,Mobile App,Direct Debit,No Campaign,1,17.05,0.0,17.05,0.0,17.05,80.5,-63.45,True
TXN-9971D3276727465D84CD6898F6ADE26E,2021-02-26,2021,Q1,2,February,CUST-D15547ED618E4E908B359DD49728F2B4,Northside,Young Professional,Supplement,Protein Powder,Not Applicable,Corporate Partner,Bank Transfer,No Campaign,2,35.1,0.0,70.2,0.0,70.2,115.38,-45.18,False
TXN-CF1900A05CA64243BAA1F0EECD5CFE41,2021-02-26,2021,Q1,2,February,CUST-840104AB291B4654A015E4BE5586A719,City Centre,Young Professional,Membership,Monthly Basic Membership,Basic Monthly,Website,Direct Debit,No Campaign,1,53.14,0.03,53.14,1.59,51.55,96.04,-44.49,True
TXN-8423D1426619491DA4BB80F8D3277C8E,2021-03-01,2021,Q1,3,March,CUST-978B20FB876441C7865290009F82E434,City Centre,Senior,Supplement,Energy Drink,Not Applicable,Front Desk,Card,No Campaign,1,4.08,0.0,4.08,0.0,4.08,36.91,-32.83,False
TXN-CA3EF33C84994E8EA6335F374B02E9E7,2021-03-01,2021,Q1,3,March,CUST-C56126DAFB70482480E0B189EC1AAC6A,Riverside,General,Membership,Monthly Basic Membership,Basic Monthly,Website,Direct Debit,No Campaign,1,50.78,0.0,50.78,0.0,50.78,43.12,7.66,True
TXN-06E5BD14379F461286788E659F640026,2021-03-02,2021,Q1,3,March,CUST-2CE15B4D87B94247942F066A771084C2,Riverside,Young Professional,Membership,Monthly Basic Membership,Basic Monthly,Website,Card,No Campaign,1,51.32,0.0,51.32,0.0,51.32,43.49,7.83,True
TXN-0B9649CBC95D4B95AB09EDDBAE4A51D7,2021-03-02,2021,Q1,3,March,CUST-167578E4957B4D7DBFE81197116FF4C9,City Centre,Student,Personal Training,Single Personal Training Session,Not Applicable,Website,Digital Wallet,No Campaign,1,49.41,0.0,49.41,0.0,49.41,54.63,-5.22,False
TXN-7EE51C27C06F4768A2DD9BD3253BB612,2021-03-03,2021,Q1,3,March,CUST-5B77C83BE9154DBDA6C950EE869F23B2,Northside,General,Merchandise,Gym T-Shirt,Not Applicable,Website,Card,No Campaign,1,24.48,0.03,24.48,0.73,23.75,43.05,-19.3,False
TXN-16B1FE33F25B4978B074E6B297C95E61,2021-03-04,2021,Q1,3,March,CUST-3523B5AC9ED04B97AB989A3E1BE079C0,Riverside,Young Professional,Personal Training,Single Personal Training Session,Not Applicable,Website,Card,No Campaign,1,48.84,0.0,48.84,0.0,48.84,51.57,-2.73,False
TXN-2BD28B605B164AFAA90D2124AD2BE064,2021-03-04,2021,Q1,3,March,CUST-5E0FA79E9CAC4EA8B2A0F347102CED80,Northside,General,Membership,Monthly Basic Membership,Basic Monthly,Corporate Partner,Direct Debit,No Campaign,1,50.2,0.0,50.2,0.0,50.2,41.22,8.98,True
TXN-5C7A294F82E24DE29EBC5900342853F8,2021-03-04,2021,Q1,3,March,CUST-95F7F6075A994D5F82536E67A551B58D,City Centre,Young Professional,Membership,Monthly Basic Membership,Basic Monthly,Website,Direct Debit,No Campaign,1,53.49,0.0,53.49,0.0,53.49,46.35,7.14,True
TXN-041F15E7425940CEA65ABA98F4FB85F5,2021-03-05,2021,Q1,3,March,CUST-5E8B21B56B7B4605AF2F33D18A1081DC,Northside,Senior,Group Class,HIIT Class,Not Applicable,Front Desk,Cash,No Campaign,2,16.61,0.0,33.22,0.0,33.22,42.12,-8.9,False
TXN-1E5C1293C4CD453DB92F4DEAABC5FA66,2021-03-05,2021,Q1,3,March,CUST-C66D6AE7ECC54DE6A1983FE7C47EB8AE,City Centre,Young Professional,Online Fitness,Online Fitness Subscription,Online Monthly,Mobile App,Direct Debit,No Campaign,1,17.54,0.0,17.54,0.0,17.54,37.11,-19.57,True
TXN-46206C864EAC48C28F5C4F8DF5654933,2021-03-05,2021,Q1,3,March,CUST-8EAC8148441A4ACFA9DCC3FB6056B42C,City Centre,General,Online Fitness,Online Fitness Subscription,Online Monthly,Telephone,Direct Debit,Referral Programme,1,17.95,0.08,17.95,1.44,16.51,37.23,-20.72,True
TXN-5934E798381C45E5B7082EDC291B9014,2021-03-06,2021,Q1,3,March,CUST-0F5C4CCF81AC4CA0B05A422C73BBB9B4,Riverside,Student,Membership,Student Membership,Student Monthly,Website,Direct Debit,No Campaign,1,36.99,0.0,36.99,0.0,36.99,39.66,-2.67,True
TXN-AC6CFAAAFD544D92834BCD16725FD827,2021-03-06,2021,Q1,3,March,CUST-2708943BC5224F43AFAF9DD6B11A4B5F,Riverside,Young Professional,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Direct Debit,No Campaign,1,50.83,0.03,50.83,1.52,49.31,43.63,5.68,True
TXN-F3429EC38D8D454F84E9BFC966B46589,2021-03-06,2021,Q1,3,March,CUST-3EEE547E457D4AF1BA6F5D67BF66D49E,City Centre,Young Professional,Membership,Annual Basic Membership,Basic Annual,Telephone,Card,No Campaign,1,518.09,0.0,518.09,0.0,518.09,150.54,367.55,False
TXN-FE0BFB6449264B0EB2B8BD8F90718560,2021-03-08,2021,Q1,3,March,CUST-801068256FB24565922FC7B0BC3A3D42,City Centre,General,Group Class,Spin Class,Not Applicable,Mobile App,Direct Debit,Referral Programme,1,16.19,0.1,16.19,1.62,14.57,40.21,-25.64,False
TXN-3B0E4A055C73470ABF4D2F638316E131,2021-03-10,2021,Q1,3,March,CUST-00176DE4F87C4A39A9DA243592896001,City Centre,Student,Membership,Student Membership,Student Monthly,Front Desk,Direct Debit,No Campaign,1,37.25,0.0,37.25,0.0,37.25,42.08,-4.83,True
TXN-EA661D7A7DC140B490130B9BEA042034,2021-03-10,2021,Q1,3,March,CUST-44F6A8137A6B4830BE0111BA9505B41D,City Centre,Young Professional,Supplement,Protein Powder,Not Applicable,Front Desk,Card,No Campaign,3,36.86,0.0,110.58,0.0,110.58,100.53,10.05,False
TXN-8C49568DA3BF4A2396F5388E739A5A99,2021-03-11,2021,Q1,3,March,CUST-FBBB611B76DC47C9B54A2812039CF4E4,Riverside,Family,Supplement,Energy Drink,Not Applicable,Corporate Partner,Bank Transfer,No Campaign,1,4.06,0.0,4.06,0.0,4.06,34.28,-30.22,False
TXN-D254F4548FDB4AF6BD66CB4868BE46FB,2021-03-11,2021,Q1,3,March,CUST-89292362729C4C10993DE2B7086E61AA,City Centre,Young Professional,Membership,Monthly Premium Membership,Premium Monthly,Front Desk,Card,No Campaign,1,75.86,0.0,75.86,0.0,75.86,55.5,20.36,False
TXN-86C7682AE11B409BB80F1F353F2DC963,2021-03-12,2021,Q1,3,March,CUST-281B83D873FF41889C49F129C0AA9896,Riverside,General,Membership,Corporate Membership,Corporate Annual,Corporate Partner,Bank Transfer,No Campaign,1,551.63,0.0,551.63,0.0,551.63,162.75,388.88,True
TXN-9C792B19C79444138584894DE17357F6,2021-03-12,2021,Q1,3,March,CUST-23704E8DFCB24BBFA3D5AEF210CAF77A,Riverside,Corporate,Supplement,Energy Drink,Not Applicable,Website,Card,Corporate Wellness,1,4.03,0.1,4.03,0.4,3.63,34.38,-30.75,False
TXN-EE1F9F5D635943DEB01700522514B052,2021-03-13,2021,Q1,3,March,CUST-86CD74172D6343E89DA6F5023CA2AF50,City Centre,Corporate,Membership,Monthly Basic Membership,Basic Monthly,Website,Card,No Campaign,1,53.03,0.0,53.03,0.0,53.03,45.96,7.07,True
TXN-6AFD7FB167C14ACE82D2172AFB01EB66,2021-03-15,2021,Q1,3,March,CUST-AC23E0366EA24C569482105A6307543A,Riverside,Young Professional,Personal Training,10-Session Personal Training Package,Not Applicable,Website,Digital Wallet,Referral Programme,1,414.44,0.05,414.44,20.72,393.72,187.35,206.37,False
TXN-9DD130A70EDE4ACC97E8C6A21FBDDFD7,2021-03-15,2021,Q1,3,March,CUST-5A73C7CD12CC426698EBA6176A28430F,City Centre,Senior,Membership,Monthly Basic Membership,Basic Monthly,Website,Direct Debit,No Campaign,1,51.82,0.0,51.82,0.0,51.82,45.74,6.08,True
TXN-A99DF8E928E34C7F9645F3AA9FC5FAFC,2021-03-15,2021,Q1,3,March,CUST-174D471C7B614154A33A09DE7860494A,Northside,Student,Membership,Monthly Basic Membership,Basic Monthly,Mobile App,Direct Debit,No Campaign,1,49.39,0.0,49.39,0.0,49.39,40.85,8.54,False
TXN-E2D7F76662F24C2DA1B260541B2B1FAC,2021-03-15,2021,Q1,3,March,CUST-5D77CBFD69DE49619C1852013E036940,Riverside,Student,Membership,Student Membership,Student Monthly,Front Desk,Direct Debit,No Campaign,1,36.95,0.0,36.95,0.0,36.95,39.15,-2.2,True
TXN-7EA4EC91EDE847049B3BF11BBB20282A,2021-03-16,2021,Q1,3,March,CUST-B538E7B8F2C545CE9F9D8B903D11F363,Northside,Senior,Supplement,Energy Drink,Not Applicable,Website,Card,No Campaign,1,3.8,0.0,3.8,0.0,3.8,32.26,-28.46,False
TXN-8F28D1197B4C4670BBC84C1A89975CBC,2021-03-16,2021,Q1,3,March,CUST-7F44CAC90B704A3F965FA4AF75F30A8B,City Centre,Corporate,Membership,Corporate Membership,Corporate Annual,Corporate Partner,Cash,Corporate Wellness,1,557.02,0.08,557.02,44.56,512.46,171.11,341.35,True
TXN-6AB681575F3E44E5BE1ED0FD79131E50,2021-03-17,2021,Q1,3,March,CUST-36BE509BAD1B4578A6059D23891E92C5,City Centre,Young Professional,Merchandise,Gym T-Shirt,Not Applicable,Front Desk,Direct Debit,No Campaign,3,26.01,0.0,78.03,0.0,78.03,78.68,-0.65,False
TXN-F25EDF219EB242C18C94C046217019CA,2021-03-17,2021,Q1,3,March,CUST-EDAAB3FE353F47869CF0E792D222F37E,Northside,General,Group Class,Yoga Class,Not Applicable,Front Desk,Card,Referral Programme,1,13.04,0.08,13.04,1.04,12.0,34.62,-22.62,False
TXN-47DA90CD851E466E830CBC6C99C0F7D3,2021-03-18,2021,Q1,3,March,CUST-22BCA101274D426CAF787E0E41CA23A1,City Centre,Senior,Membership,Monthly Premium Membership,Premium Monthly,Website,Direct Debit,No Campaign,1,76.83,0.0,76.83,0.0,76.83,55.79,21.04,True
